Title,Link
台積電大陸超急訂單激增 客戶囤晶片 甘願支付40%溢價,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E5%A4%A7%E9%99%B8%E8%B6%85%E6%80%A5%E8%A8%82%E5%96%AE%E6%BF%80%E5%A2%9E-%E5%AE%A2%E6%88%B6%E5%9B%A4%E6%99%B6%E7%89%87-%E7%94%98%E9%A1%98%E6%94%AF%E4%BB%9840-%E6%BA%A2%E5%83%B9-085901318.html
大南方崛起！ 工人都被高雄建商搶走  謝金河驚：股價跑贏台積電,https://tw.stock.yahoo.com/news/%E5%A4%A7%E5%8D%97%E6%96%B9%E5%B4%9B%E8%B5%B7-%E5%B7%A5%E4%BA%BA%E9%83%BD%E8%A2%AB%E9%AB%98%E9%9B%84%E5%BB%BA%E5%95%86%E6%90%B6%E8%B5%B0-%E8%AC%9D%E9%87%91%E6%B2%B3%E9%A9%9A-%E8%82%A1%E5%83%B9%E8%B7%91%E8%B4%8F%E5%8F%B0%E7%A9%8D%E9%9B%BB-025300466.html
台積電恐跌破900元？ADR摔近6％嚇壞股民　專家估便宜買點,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E6%81%90%E8%B7%8C%E7%A0%B4900%E5%85%83%EF%BC%9Fadr%E6%91%94%E8%BF%916%EF%BC%85%E5%9A%87%E5%A3%9E%E8%82%A1%E6%B0%91-%E5%B0%88%E5%AE%B6%E4%BC%B0%E4%BE%BF%E5%AE%9C%E8%B2%B7%E9%BB%9E-023111956.html
好險颱風天免戰「回推恐跌600點」 謝金河：開盤凶多吉少,https://tw.stock.yahoo.com/news/%E5%A5%BD%E9%9A%AA%E9%A2%B1%E9%A2%A8%E5%A4%A9%E5%85%8D%E6%88%B0-%E5%9B%9E%E6%8E%A8%E6%81%90%E8%B7%8C600%E9%BB%9E-%E8%AC%9D%E9%87%91%E6%B2%B3-%E9%96%8B%E7%9B%A4%E5%87%B6%E5%A4%9A%E5%90%89%E5%B0%91-014500603.html
台積電900元恐不保？ADR狠摔6％ 明開盤股民怕爆,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB900%E5%85%83%E6%81%90%E4%B8%8D%E4%BF%9D-adr%E7%8B%A0%E6%91%946-%E6%98%8E%E9%96%8B%E7%9B%A4%E8%82%A1%E6%B0%91%E6%80%95%E7%88%86-012009987.html
台積電ADR24日下跌10.02美元跌幅5.90%折台股1049.5元,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BBadr24%E6%97%A5%E4%B8%8B%E8%B7%8C10-02%E7%BE%8E%E5%85%83%E8%B7%8C%E5%B9%855-90-%E6%8A%98%E5%8F%B0%E8%82%A11049-5%E5%85%83-215644606.html
未雨綢繆 台積壯大晶圓製造2.0,https://tw.stock.yahoo.com/news/%E6%9C%AA%E9%9B%A8%E7%B6%A2%E7%B9%86-%E5%8F%B0%E7%A9%8D%E5%A3%AF%E5%A4%A7%E6%99%B6%E5%9C%93%E8%A3%BD%E9%80%A02-0-201000552.html
晶圓代工稼動率全面回升,https://tw.stock.yahoo.com/news/%E6%99%B6%E5%9C%93%E4%BB%A3%E5%B7%A5%E7%A8%BC%E5%8B%95%E7%8E%87%E5%85%A8%E9%9D%A2%E5%9B%9E%E5%8D%87-201000330.html
颱風來襲停班 證交所：25日休市一天,https://tw.stock.yahoo.com/news/%E9%A2%B1%E9%A2%A8%E4%BE%86%E8%A5%B2%E5%81%9C%E7%8F%AD-%E8%AD%89%E4%BA%A4%E6%89%80-25%E6%97%A5%E4%BC%91%E5%B8%82-%E5%A4%A9-121809464.html
凱米颱風影響 立榮25日國內線航班全數取消,https://tw.stock.yahoo.com/news/%E5%87%B1%E7%B1%B3%E9%A2%B1%E9%A2%A8%E5%BD%B1%E9%9F%BF-%E7%AB%8B%E6%A6%AE25%E6%97%A5%E5%9C%8B%E5%85%A7%E7%B7%9A%E8%88%AA%E7%8F%AD%E5%85%A8%E6%95%B8%E5%8F%96%E6%B6%88-084819052.html
